threshold,coverage,selective_risk,selective_acc,n_accepted,n_total
0.0,1.0,0.033333333333333326,0.9666666666666667,120,120
0.01,1.0,0.033333333333333326,0.9666666666666667,120,120
0.02,1.0,0.033333333333333326,0.9666666666666667,120,120
0.03,1.0,0.033333333333333326,0.9666666666666667,120,120
0.04,1.0,0.033333333333333326,0.9666666666666667,120,120
0.05,1.0,0.033333333333333326,0.9666666666666667,120,120
0.06,1.0,0.033333333333333326,0.9666666666666667,120,120
0.07,1.0,0.033333333333333326,0.9666666666666667,120,120
0.08,1.0,0.033333333333333326,0.9666666666666667,120,120
0.09,1.0,0.033333333333333326,0.9666666666666667,120,120
0.1,1.0,0.033333333333333326,0.9666666666666667,120,120
0.11,1.0,0.033333333333333326,0.9666666666666667,120,120
0.12,1.0,0.033333333333333326,0.9666666666666667,120,120
0.13,1.0,0.033333333333333326,0.9666666666666667,120,120
0.14,1.0,0.033333333333333326,0.9666666666666667,120,120
0.15,1.0,0.033333333333333326,0.9666666666666667,120,120
0.16,1.0,0.033333333333333326,0.9666666666666667,120,120
0.17,1.0,0.033333333333333326,0.9666666666666667,120,120
0.18,1.0,0.033333333333333326,0.9666666666666667,120,120
0.19,1.0,0.033333333333333326,0.9666666666666667,120,120
0.2,1.0,0.033333333333333326,0.9666666666666667,120,120
0.21,1.0,0.033333333333333326,0.9666666666666667,120,120
0.22,1.0,0.033333333333333326,0.9666666666666667,120,120
0.23,1.0,0.033333333333333326,0.9666666666666667,120,120
0.24,1.0,0.033333333333333326,0.9666666666666667,120,120
0.25,1.0,0.033333333333333326,0.9666666666666667,120,120
0.26,1.0,0.033333333333333326,0.9666666666666667,120,120
0.27,1.0,0.033333333333333326,0.9666666666666667,120,120
0.28,1.0,0.033333333333333326,0.9666666666666667,120,120
0.29,1.0,0.033333333333333326,0.9666666666666667,120,120
0.3,1.0,0.033333333333333326,0.9666666666666667,120,120
0.31,1.0,0.033333333333333326,0.9666666666666667,120,120
0.32,1.0,0.033333333333333326,0.9666666666666667,120,120
0.33,1.0,0.033333333333333326,0.9666666666666667,120,120
0.34,1.0,0.033333333333333326,0.9666666666666667,120,120
0.35000000000000003,1.0,0.033333333333333326,0.9666666666666667,120,120
0.36,1.0,0.033333333333333326,0.9666666666666667,120,120
0.37,1.0,0.033333333333333326,0.9666666666666667,120,120
0.38,1.0,0.033333333333333326,0.9666666666666667,120,120
0.39,1.0,0.033333333333333326,0.9666666666666667,120,120
0.4,1.0,0.033333333333333326,0.9666666666666667,120,120
0.41000000000000003,1.0,0.033333333333333326,0.9666666666666667,120,120
0.42,1.0,0.033333333333333326,0.9666666666666667,120,120
0.43,1.0,0.033333333333333326,0.9666666666666667,120,120
0.44,1.0,0.033333333333333326,0.9666666666666667,120,120
0.45,1.0,0.033333333333333326,0.9666666666666667,120,120
0.46,1.0,0.033333333333333326,0.9666666666666667,120,120
0.47000000000000003,1.0,0.033333333333333326,0.9666666666666667,120,120
0.48,1.0,0.033333333333333326,0.9666666666666667,120,120
0.49,1.0,0.033333333333333326,0.9666666666666667,120,120
0.5,1.0,0.033333333333333326,0.9666666666666667,120,120
0.51,0.9916666666666667,0.03361344537815125,0.9663865546218487,119,120
0.52,0.9833333333333333,0.03389830508474578,0.9661016949152542,118,120
0.53,0.9833333333333333,0.03389830508474578,0.9661016949152542,118,120
0.54,0.9833333333333333,0.03389830508474578,0.9661016949152542,118,120
0.55,0.975,0.02564102564102566,0.9743589743589743,117,120
0.56,0.975,0.02564102564102566,0.9743589743589743,117,120
0.5700000000000001,0.975,0.02564102564102566,0.9743589743589743,117,120
0.58,0.975,0.02564102564102566,0.9743589743589743,117,120
0.59,0.975,0.02564102564102566,0.9743589743589743,117,120
0.6,0.975,0.02564102564102566,0.9743589743589743,117,120
0.61,0.975,0.02564102564102566,0.9743589743589743,117,120
0.62,0.975,0.02564102564102566,0.9743589743589743,117,120
0.63,0.975,0.02564102564102566,0.9743589743589743,117,120
0.64,0.975,0.02564102564102566,0.9743589743589743,117,120
0.65,0.975,0.02564102564102566,0.9743589743589743,117,120
0.66,0.975,0.02564102564102566,0.9743589743589743,117,120
0.67,0.975,0.02564102564102566,0.9743589743589743,117,120
0.68,0.975,0.02564102564102566,0.9743589743589743,117,120
0.6900000000000001,0.9666666666666667,0.025862068965517238,0.9741379310344828,116,120
0.7000000000000001,0.9666666666666667,0.025862068965517238,0.9741379310344828,116,120
0.71,0.9583333333333334,0.02608695652173909,0.9739130434782609,115,120
0.72,0.9583333333333334,0.02608695652173909,0.9739130434782609,115,120
0.73,0.9583333333333334,0.02608695652173909,0.9739130434782609,115,120
0.74,0.9583333333333334,0.02608695652173909,0.9739130434782609,115,120
0.75,0.9583333333333334,0.02608695652173909,0.9739130434782609,115,120
0.76,0.9583333333333334,0.02608695652173909,0.9739130434782609,115,120
0.77,0.9583333333333334,0.02608695652173909,0.9739130434782609,115,120
0.78,0.9583333333333334,0.02608695652173909,0.9739130434782609,115,120
0.79,0.9583333333333334,0.02608695652173909,0.9739130434782609,115,120
0.8,0.9583333333333334,0.02608695652173909,0.9739130434782609,115,120
0.81,0.9583333333333334,0.02608695652173909,0.9739130434782609,115,120
0.8159000873565674,0.95,0.01754385964912286,0.9824561403508771,114,120
0.8200000000000001,0.9416666666666667,0.017699115044247815,0.9823008849557522,113,120
